,t_county,wind_speed,avg_temp_K,air_density,case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_fips,p_name,p_year,p_tnum,p_cap,t_manu_x,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,t_manu_y,tower_material,corrosion_protection,rotor_material,rotor_max_speed,rotor_tip_speed,rated_wind_speed,power_calc,power_calc_kW,percent_power_cap
337,El Paso County,3.6,292.21,1.223266141,3055546,08-025430,2015-WTW-8197-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.28862,38.957684,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
338,El Paso County,3.6,292.21,1.223266141,3055293,08-025440,2015-WTW-7527-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.26577,38.961365,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
339,El Paso County,3.6,292.21,1.223266141,3055798,08-025424,2015-WTW-9177-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.297081,38.972115,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
340,El Paso County,3.6,292.21,1.223266141,3051876,08-025460,2015-WTW-8196-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.213379,38.988255,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
341,El Paso County,3.6,292.21,1.223266141,3055451,08-025536,2015-WTW-7949-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.161903,39.019135,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
342,El Paso County,3.6,292.21,1.223266141,3055122,08-025505,2015-WTW-7017-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.24366,38.928715,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
343,El Paso County,3.6,292.21,1.223266141,3055794,08-025517,2015-WTW-9173-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.288673,38.988823,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
344,El Paso County,3.6,292.21,1.223266141,3055789,08-025436,2015-WTW-9168-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.308662,38.980854,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
345,El Paso County,3.6,292.21,1.223266141,3055051,08-025523,2015-WTW-6707-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.170479,39.047363,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
346,El Paso County,3.6,292.21,1.223266141,3054865,08-025653,2015-WTW-5871-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.170822,39.033463,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
347,El Paso County,3.6,292.21,1.223266141,3055273,08-025497,2015-WTW-7501-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.280098,38.947556,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
348,El Paso County,3.6,292.21,1.223266141,3055454,08-025434,2015-WTW-7952-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.267517,38.974045,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
349,El Paso County,3.6,292.21,1.223266141,3055795,08-025439,2015-WTW-9174-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.31015,38.969975,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
350,El Paso County,3.6,292.21,1.223266141,3055053,08-025495,2015-WTW-6709-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.24633,38.951164,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
351,El Paso County,3.6,292.21,1.223266141,3055140,08-025543,2015-WTW-7190-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.222931,39.045002,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
352,El Paso County,3.6,292.21,1.223266141,3055533,08-025428,2015-WTW-8176-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.279121,38.966805,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
353,El Paso County,3.6,292.21,1.223266141,3055796,08-025432,2015-WTW-9175-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.307114,38.972595,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
354,El Paso County,3.6,292.21,1.223266141,3055800,08-025447,2015-WTW-9179-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.30188,38.963192,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
355,El Paso County,3.6,292.21,1.223266141,3055299,08-025438,2015-WTW-7540-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.24588,38.967113,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
356,El Paso County,3.6,292.21,1.223266141,3055298,08-025422,2015-WTW-7539-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.250092,38.966503,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
357,El Paso County,3.6,292.21,1.223266141,3055058,08-025412,2015-WTW-6875-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.196213,39.046803,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
358,El Paso County,3.6,292.21,1.223266141,3055450,08-025537,2015-WTW-7948-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.166748,39.019943,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
359,El Paso County,3.6,292.21,1.223266141,3055129,08-025410,2015-WTW-7025-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.218513,39.046482,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
360,El Paso County,3.6,292.21,1.223266141,3055303,08-025509,2015-WTW-7544-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.242828,38.956825,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
361,El Paso County,3.6,292.21,1.223266141,3054891,08-025650,2015-WTW-5968-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.156013,39.058353,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
362,El Paso County,3.6,292.21,1.223266141,3055453,08-025534,2015-WTW-7951-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.153122,39.016655,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
363,El Paso County,3.6,292.21,1.223266141,3055532,08-025451,2015-WTW-8175-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.285332,38.966824,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
364,El Paso County,3.6,292.21,1.223266141,3055128,08-025484,2015-WTW-7024-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.22802,39.046394,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
365,El Paso County,3.6,292.21,1.223266141,3055220,08-025478,2015-WTW-7314-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.248932,39.024303,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
366,El Paso County,3.6,292.21,1.223266141,3055127,08-025504,2015-WTW-7023-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.224251,38.924362,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
367,El Paso County,3.6,292.21,1.223266141,3055528,08-025531,2015-WTW-8171-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.148972,39.015423,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
368,El Paso County,3.6,292.21,1.223266141,3055448,08-025448,2015-WTW-7946-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.264671,38.966923,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
369,El Paso County,3.6,292.21,1.223266141,3055139,08-025541,2015-WTW-7189-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.232597,39.046482,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
370,El Paso County,3.6,292.21,1.223266141,3055050,08-025489,2015-WTW-6706-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.176537,39.053944,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
371,El Paso County,3.6,292.21,1.223266141,3055223,08-025501,2015-WTW-7317-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.264473,38.942482,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
372,El Paso County,3.6,292.21,1.223266141,3055534,08-025443,2015-WTW-8177-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.272118,38.966843,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
373,El Paso County,3.6,292.21,1.223266141,3055790,08-025427,2015-WTW-9169-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.304199,38.979603,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
374,El Paso County,3.6,292.21,1.223266141,3054866,08-025654,2015-WTW-5872-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.166733,39.034302,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
375,El Paso County,3.6,292.21,1.223266141,3054839,08-025411,2015-WTW-5618-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.192101,39.035095,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
376,El Paso County,3.6,292.21,1.223266141,3055269,08-025477,2015-WTW-7497-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.241974,39.022285,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
377,El Paso County,3.6,292.21,1.223266141,3055447,08-025522,2015-WTW-7945-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.178032,39.022655,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
378,El Paso County,3.6,292.21,1.223266141,3051875,08-025463,2015-WTW-8192-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.231956,38.994263,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
379,El Paso County,3.6,292.21,1.223266141,3054903,08-025499,2015-WTW-6116-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.223198,38.950432,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
380,El Paso County,3.6,292.21,1.223266141,3055118,08-025486,2015-WTW-7013-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.21579,39.049603,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
381,El Paso County,3.6,292.21,1.223266141,3055797,08-025444,2015-WTW-9176-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.302551,38.973064,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
382,El Paso County,3.6,292.21,1.223266141,3055545,08-025462,2015-WTW-8195-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.218117,38.988434,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
383,El Paso County,3.6,292.21,1.223266141,3055428,08-025471,2015-WTW-7763-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.186218,39.023373,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
384,El Paso County,3.6,292.21,1.223266141,3055131,08-025507,2015-WTW-7027-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.248947,38.929012,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
385,El Paso County,3.6,292.21,1.223266141,3055055,08-025524,2015-WTW-6711-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.227249,38.942944,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
386,El Paso County,3.6,292.21,1.223266141,3055275,08-025423,2015-WTW-7505-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.234802,39.031193,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
387,El Paso County,3.6,292.21,1.223266141,3055054,08-025527,2015-WTW-6710-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.233131,38.945534,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
388,El Paso County,3.6,292.21,1.223266141,3055452,08-025535,2015-WTW-7950-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.157768,39.017452,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
389,El Paso County,3.6,292.21,1.223266141,3054899,08-025532,2015-WTW-6112-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.171822,39.053684,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
390,El Paso County,3.6,292.21,1.223266141,3055535,08-025457,2015-WTW-8178-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.260498,38.967983,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
391,El Paso County,3.6,292.21,1.223266141,3055427,08-025472,2015-WTW-7762-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.19043,39.024975,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
392,El Paso County,3.6,292.21,1.223266141,3054902,08-025573,2015-WTW-6115-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.228882,38.951714,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
393,El Paso County,3.6,292.21,1.223266141,3054671,08-025415,2015-WTW-5174-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.205887,39.031952,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
394,El Paso County,3.6,292.21,1.223266141,3055530,08-025529,2015-WTW-8173-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.186882,39.002316,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
395,El Paso County,3.6,292.21,1.223266141,3055778,08-025469,2015-WTW-9156-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.243156,39.007343,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
396,El Paso County,3.6,292.21,1.223266141,3055296,08-025473,2015-WTW-7536-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.21785,39.015812,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
397,El Paso County,3.6,292.21,1.223266141,3055047,08-025481,2015-WTW-6703-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.179573,39.044983,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
398,El Paso County,3.6,292.21,1.223266141,3051877,08-025597,2015-WTW-5870-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.149628,39.047222,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
399,El Paso County,3.6,292.21,1.223266141,3054863,08-025656,2015-WTW-5868-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.148079,39.066002,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
400,El Paso County,3.6,292.21,1.223266141,3055782,08-025468,2015-WTW-9161-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.241669,39.000854,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
401,El Paso County,3.6,292.21,1.223266141,3055143,08-025508,2015-WTW-7193-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.263252,38.936234,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
402,El Paso County,3.6,292.21,1.223266141,3055141,08-025483,2015-WTW-7191-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.241241,39.037945,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
403,El Paso County,3.6,292.21,1.223266141,3055301,08-025455,2015-WTW-7542-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.254066,38.961014,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
404,El Paso County,3.6,292.21,1.223266141,3055224,08-025492,2015-WTW-7318-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.268219,38.948002,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
405,El Paso County,3.6,292.21,1.223266141,3055787,08-025549,2015-WTW-9166-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.241508,38.995304,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
406,El Paso County,3.6,292.21,1.223266141,3055121,08-025485,2015-WTW-7016-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.186028,39.044563,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
407,El Paso County,3.6,292.21,1.223266141,3054901,08-025498,2015-WTW-6114-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.234467,38.952553,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
408,El Paso County,3.6,292.21,1.223266141,3054820,08-025420,2015-WTW-5466-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.228889,39.038635,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
409,El Paso County,3.6,292.21,1.223266141,3055792,08-025452,2015-WTW-9171-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.297501,38.981415,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
410,El Paso County,3.6,292.21,1.223266141,3055052,08-025503,2015-WTW-6708-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.251328,38.951744,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
411,El Paso County,3.6,292.21,1.223266141,3055784,08-025515,2015-WTW-9163-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.269073,38.993324,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
412,El Paso County,3.6,292.21,1.223266141,3055126,08-025511,2015-WTW-7022-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.225464,38.914852,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
413,El Paso County,3.6,292.21,1.223266141,3055780,08-025464,2015-WTW-9159-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,7/16/16,Digital Globe,-104.225182,39.007084,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
414,El Paso County,3.6,292.21,1.223266141,3051878,08-025441,2015-WTW-8180-OE,,59974,CO,8041,Golden West Wind Farm,2015,145,249.2,GE Wind,GE1.7-103,1700,80,103,8332.29,131.4,0,,3,3,6/8/16,Digital Globe,-104.272263,38.961422,GE Wind,Steel,Painted,GFRP,,,10,237773.1649,237.7731649,13.98665676
