,t_county,wind_speed,CA_avg_temp_K,CA_air_density,case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_fips,p_name,p_year,p_tnum,p_cap,t_manu_x,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,t_manu_y,tower_material,corrosion_protection,rotor_material,rotor_max_speed,rotor_tip_speed,rated_wind_speed
244,Alameda County,3.0,289.38111111111107,1.2229983773808284,3009186.0,,,11259.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.612617,37.707783,,,,,,,
245,Alameda County,3.0,289.38111111111107,1.2229983773808284,3008916.0,,,11137.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.617126,37.700764,,,,,,,
246,Alameda County,3.0,289.38111111111107,1.2229983773808284,3009648.0,,,11158.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.609695,37.693348,,,,,,,
247,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001506.0,,,11092.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.614441,37.697021,,,,,,,
248,Alameda County,3.0,289.38111111111107,1.2229983773808284,3000279.0,,,11131.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616859,37.700207,,,,,,,
249,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006912.0,,,11115.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.617958,37.699802,,,,,,,
250,Alameda County,3.0,289.38111111111107,1.2229983773808284,3005662.0,,,11155.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.611069,37.693649,,,,,,,
251,Alameda County,3.0,289.38111111111107,1.2229983773808284,3003909.0,,,11079.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.615364,37.694942,,,,,,,
252,Alameda County,3.0,289.38111111111107,1.2229983773808284,3000707.0,,,11093.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.615585,37.696663,,,,,,,
253,Alameda County,3.0,289.38111111111107,1.2229983773808284,3007635.0,,,11168.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.608658,37.693287,,,,,,,
254,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006963.0,,,11066.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.60865,37.693005,,,,,,,
255,Alameda County,3.0,289.38111111111107,1.2229983773808284,3007787.0,,,11077.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.615135,37.694374,,,,,,,
256,Alameda County,3.0,289.38111111111107,1.2229983773808284,3000772.0,,,11065.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.60968,37.693039,,,,,,,
257,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006720.0,,,11114.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.617805,37.699528,,,,,,,
258,Alameda County,3.0,289.38111111111107,1.2229983773808284,3004905.0,,,11129.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616562,37.699654,,,,,,,
259,Alameda County,3.0,289.38111111111107,1.2229983773808284,3011020.0,,,11225.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.612907,37.704735,,,,,,,
260,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001017.0,,,11116.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.618103,37.700085,,,,,,,
261,Alameda County,3.0,289.38111111111107,1.2229983773808284,3010288.0,,,11176.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.610847,37.696331,,,,,,,
262,Alameda County,3.0,289.38111111111107,1.2229983773808284,3003242.0,,,11130.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616707,37.699936,,,,,,,
263,Alameda County,3.0,289.38111111111107,1.2229983773808284,3009853.0,,,11304.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616287,37.703995,,,,,,,
264,Alameda County,3.0,289.38111111111107,1.2229983773808284,3002638.0,,,11080.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.615486,37.695194,,,,,,,
265,Alameda County,3.0,289.38111111111107,1.2229983773808284,3008379.0,,,11162.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.609711,37.694534,,,,,,,
266,Alameda County,3.0,289.38111111111107,1.2229983773808284,3010178.0,,,11220.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.612213,37.703335,,,,,,,
267,Alameda County,3.0,289.38111111111107,1.2229983773808284,3009093.0,,,11305.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616409,37.704327,,,,,,,
268,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006509.0,,,11157.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.611038,37.693058,,,,,,,
269,Alameda County,3.0,289.38111111111107,1.2229983773808284,3010455.0,,,11226.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.613052,37.704994,,,,,,,
270,Alameda County,3.0,289.38111111111107,1.2229983773808284,3002111.0,,,11261.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.613884,37.706696,,,,,,,
271,Alameda County,3.0,289.38111111111107,1.2229983773808284,3003480.0,,,11127.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.618187,37.698395,,,,,,,
272,Alameda County,3.0,289.38111111111107,1.2229983773808284,3000090.0,,,11091.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.614296,37.696747,,,,,,,
273,Alameda County,3.0,289.38111111111107,1.2229983773808284,3008016.0,,,11178.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.611107,37.696869,,,,,,,
274,Alameda County,3.0,289.38111111111107,1.2229983773808284,3000552.0,,,11153.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.611061,37.694229,,,,,,,
275,Alameda County,3.0,289.38111111111107,1.2229983773808284,3000603.0,,,11136.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616989,37.700497,,,,,,,
276,Alameda County,3.0,289.38111111111107,1.2229983773808284,3004345.0,,,11222.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.612488,37.703896,,,,,,,
277,Alameda County,3.0,289.38111111111107,1.2229983773808284,3005782.0,,,11082.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616722,37.694656,,,,,,,
278,Alameda County,3.0,289.38111111111107,1.2229983773808284,3008070.0,,,11212.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.613815,37.702244,,,,,,,
279,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006104.0,,,11133.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.615479,37.70055,,,,,,,
280,Alameda County,3.0,289.38111111111107,1.2229983773808284,3008230.0,,,11098.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.617889,37.697853,,,,,,,
281,Alameda County,3.0,289.38111111111107,1.2229983773808284,3009924.0,,,11161.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.609688,37.694229,,,,,,,
282,Alameda County,3.0,289.38111111111107,1.2229983773808284,3002339.0,,,11086.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.617119,37.695477,,,,,,,
283,Alameda County,3.0,289.38111111111107,1.2229983773808284,3002681.0,,,11097.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.61776,37.697594,,,,,,,
284,Alameda County,3.0,289.38111111111107,1.2229983773808284,3002260.0,,,11152.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.611053,37.694515,,,,,,,
285,Alameda County,3.0,289.38111111111107,1.2229983773808284,3004424.0,,,11171.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.608734,37.694328,,,,,,,
286,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001220.0,,,11138.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.617271,37.701046,,,,,,,
287,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001782.0,,,11083.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616859,37.694935,,,,,,,
288,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006505.0,,,11221.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.612366,37.703609,,,,,,,
289,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001133.0,,,11085.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616989,37.695194,,,,,,,
290,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006646.0,,,11260.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.613739,37.706421,,,,,,,
291,Alameda County,3.0,289.38111111111107,1.2229983773808284,3011367.0,,,11064.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.609688,37.692795,,,,,,,
292,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001836.0,,,11096.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.615852,37.697208,,,,,,,
293,Alameda County,3.0,289.38111111111107,1.2229983773808284,3004314.0,,,11081.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616585,37.694393,,,,,,,
294,Alameda County,3.0,289.38111111111107,1.2229983773808284,3002044.0,,,11213.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.613937,37.702499,,,,,,,
295,Alameda County,3.0,289.38111111111107,1.2229983773808284,3008391.0,,,11258.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.61235,37.707588,,,,,,,
296,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001363.0,,,11154.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.611038,37.693935,,,,,,,
297,Alameda County,3.0,289.38111111111107,1.2229983773808284,3006876.0,,,11128.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.616432,37.699383,,,,,,,
298,Alameda County,3.0,289.38111111111107,1.2229983773808284,3005127.0,,,11211.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.613663,37.701939,,,,,,,
299,Alameda County,3.0,289.38111111111107,1.2229983773808284,3010970.0,,,11224.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.612755,37.704433,,,,,,,
300,Alameda County,3.0,289.38111111111107,1.2229983773808284,3009248.0,,,11227.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.61319,37.705296,,,,,,,
301,Alameda County,3.0,289.38111111111107,1.2229983773808284,3004893.0,,,11090.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.614151,37.696465,,,,,,,
302,Alameda County,3.0,289.38111111111107,1.2229983773808284,3001567.0,,,11177.0,,CA,6001.0,Patterson Wind,1985.0,112.0,7.28,Nordtank,NTK65,65.0,24.0,16.0,201.06,32.0,0.0,,3.0,3.0,10/16/2018,Digital Globe,-121.610985,37.696594,,,,,,,
303,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097643.0,06-223325,2015-WTW-9421-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,11/23/2020,Digital Globe,-121.668121,37.769199,,,,,,,
304,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097679.0,06-223326,2015-WTW-9425-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,11/23/2020,Digital Globe,-121.667435,37.774376,,,,,,,
305,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097049.0,06-223328,2018-WTW-12881-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,8/26/2020,Digital Globe,-121.691681,37.759098,,,,,,,
306,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097636.0,06-223316,2015-WTW-9400-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.675331,37.77932,,,,,,,
307,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097756.0,06-223327,2015-WTW-9427-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,11/23/2020,Digital Globe,-121.662926,37.770367,,,,,,,
308,Alameda County,3.0,289.38111111111107,1.2229983773808284,3094759.0,06-223310,2015-WTW-9396-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.684586,37.778385,,,,,,,
309,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097719.0,06-223321,2015-WTW-9408-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,8/26/2020,Digital Globe,-121.691803,37.747688,,,,,,,
310,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097350.0,06-223314,2015-WTW-9398-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.678009,37.784153,,,,,,,
311,Alameda County,3.0,289.38111111111107,1.2229983773808284,3096974.0,06-223324,2015-WTW-9416-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,8/26/2020,Digital Globe,-121.682251,37.729233,,,,,,,
312,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097754.0,06-223313,2015-WTW-9397-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.683456,37.77581,,,,,,,
313,Alameda County,3.0,289.38111111111107,1.2229983773808284,3111191.0,06-230599,2018-WTW-12883-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE 2.7-116,2700.0,90.0,116.0,10568.32,148.0,0.0,,1.0,3.0,4/11/2021,Digital Globe,-121.692932,37.740356,,,,,,,
314,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097563.0,06-223317,2015-WTW-9402-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,4/11/2021,Digital Globe,-121.676514,37.774548,,,,,,,
315,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097314.0,06-223329,2018-WTW-12882-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.694191,37.754547,,,,,,,
316,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097022.0,06-223318,2015-WTW-9403-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,11/23/2020,Digital Globe,-121.677017,37.771149,,,,,,,
317,Alameda County,3.0,289.38111111111107,1.2229983773808284,3107443.0,06-230601,2018-WTW-12886-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,11/23/2020,Digital Globe,-121.663727,37.774414,,,,,,,
318,Alameda County,3.0,289.38111111111107,1.2229983773808284,3093631.0,06-223320,2015-WTW-9407-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.69339,37.750896,,,,,,,
319,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097154.0,06-223315,2015-WTW-9399-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.678345,37.780895,,,,,,,
320,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097776.0,06-223311,2015-WTW-9394-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.693321,37.780087,,,,,,,
321,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097248.0,06-223312,2015-WTW-9395-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,10/22/2020,Digital Globe,-121.685989,37.781666,,,,,,,
322,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097503.0,06-223322,2015-WTW-9409-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,8/26/2020,Digital Globe,-121.691711,37.744164,,,,,,,
323,Alameda County,3.0,289.38111111111107,1.2229983773808284,3111632.0,06-230600,2018-WTW-12885-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE 2.7-116,2700.0,90.0,116.0,10568.32,148.0,0.0,,1.0,3.0,5/26/2021,Digital Globe,-121.685707,37.73695,,,,,,,
324,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097454.0,06-223323,2015-WTW-9415-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,8/26/2020,Digital Globe,-121.682602,37.732399,,,,,,,
325,Alameda County,3.0,289.38111111111107,1.2229983773808284,3097453.0,06-223319,2015-WTW-9404-OE,,,CA,6001.0,Summit Wind Repowering,2021.0,23.0,62.1,GE Wind,GE2.7-116,2700.0,90.0,116.0,10568.32,148.1,0.0,,3.0,3.0,11/23/2020,Digital Globe,-121.676437,37.768242,,,,,,,
326,Alameda County,3.0,289.38111111111107,1.2229983773808284,3040088.0,06-022159,2011-WTW-11973-OE,11995.0,57700.0,CA,6001.0,Vasco (repower),2011.0,34.0,78.2,Siemens,SWT-2.3-101,2300.0,80.0,101.0,8011.85,130.5,0.0,,3.0,3.0,1/1/2012,NAIP,-121.657784,37.791996,Siemens,Steel,Painted,GRE,16.0,85.0,12.5
327,Alameda County,3.0,289.38111111111107,1.2229983773808284,3081563.0,06-206425,2016-WTW-10690-OE,,,CA,6001.0,unknown Alameda County,2017.0,1.0,,,,,,,,,0.0,,1.0,3.0,10/24/2017,Digital Globe,-121.652328,37.784454,,,,,,,
328,Butte County,2.6,290.2099999999999,1.2195481833659927,3094628.0,46-041293,2018-WTE-2394-OE,,62431.0,SD,46019.0,Willow Creek Wind Energy,2020.0,38.0,106.4,GE Wind,GE2.8-127,2800.0,89.0,127.0,12667.69,152.4,0.0,,3.0,3.0,10/10/2020,Digital Globe,-103.228569,44.842064,,,,,,,
329,Butte County,2.6,290.2099999999999,1.2195481833659927,3094704.0,46-041250,2018-WTE-2362-OE,,62431.0,SD,46019.0,Willow Creek Wind Energy,2020.0,38.0,106.4,GE Wind,GE2.8-127,2800.0,89.0,127.0,12667.69,152.4,0.0,,3.0,3.0,10/10/2020,Digital Globe,-103.308487,44.895641,,,,,,,
330,Butte County,2.6,290.2099999999999,1.2195481833659927,3095032.0,46-041297,2018-WTE-2400-OE,,62431.0,SD,46019.0,Willow Creek Wind Energy,2020.0,38.0,106.4,GE Wind,GE2.8-127,2800.0,89.0,127.0,12667.69,152.4,0.0,,3.0,3.0,10/10/2020,Digital Globe,-103.225388,44.831123,,,,,,,
331,Butte County,2.6,290.2099999999999,1.2195481833659927,3094696.0,46-041299,2018-WTE-2402-OE,,62431.0,SD,46019.0,Willow Creek Wind Energy,2020.0,38.0,106.4,GE Wind,GE2.8-127,2800.0,89.0,127.0,12667.69,152.4,0.0,,3.0,3.0,10/10/2020,Digital Globe,-103.20504,44.844772,,,,,,,
