,t_county,wind_speed,avg_temp_K,air_density,case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_fips,p_name,p_year,p_tnum,p_cap,t_manu_x,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,t_manu_y,tower_material,corrosion_protection,rotor_material,rotor_max_speed,rotor_tip_speed,rated_wind_speed
1022,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092061.0,48-155719,2016-WTW-14098-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.59314,27.608095,Vestas,,,,,,
1023,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092655.0,48-156588,2015-WTW-9792-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.62616,27.600077,Vestas,,,,,,
1024,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091583.0,48-155584,2016-WTW-14104-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.588783,27.595346,Vestas,,,,,,
1025,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092013.0,48-156224,2015-WTW-9810-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.633865,27.612728,Vestas,,,,,,
1026,Nueces County,5.4,296.37600000000003,1.2060566616352912,3087560.0,48-144430,2017-WTW-9760-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.668701,27.564981,Vestas,,,,,,
1027,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092217.0,48-156135,2016-WTW-14095-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.609215,27.604557,Vestas,,,,,,
1028,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091913.0,48-156133,2016-WTW-14099-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.590691,27.611059,Vestas,,,,,,
1029,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091996.0,48-156140,2016-WTW-14083-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.647903,27.57733,Vestas,,,,,,
1030,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091799.0,48-156136,2016-WTW-14096-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.607376,27.609911,Vestas,,,,,,
1031,Nueces County,5.4,296.37600000000003,1.2060566616352912,3088909.0,48-154488,2015-WTW-9802-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.670341,27.604712,Vestas,,,,,,
1032,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091637.0,48-157516,2016-WTW-14112-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.638756,27.622004,Vestas,,,,,,
1033,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091762.0,48-156372,2015-WTW-9790-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.635406,27.597725,Vestas,,,,,,
1034,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092070.0,48-155720,2015-WTW-9773-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.625526,27.573097,Vestas,,,,,,
1035,Nueces County,5.4,296.37600000000003,1.2060566616352912,3087750.0,48-144431,2017-WTW-9761-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.667526,27.59593,Vestas,,,,,,
1036,Nueces County,5.4,296.37600000000003,1.2060566616352912,3090289.0,48-154685,2015-WTW-9808-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.643799,27.611912,Vestas,,,,,,
1037,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091571.0,48-155081,2015-WTW-9766-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V126-3.45,3450.0,87.0,126.0,12468.98,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.677444,27.571184,Vestas,Steel,Painted,,,,12.0
1038,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091772.0,48-156225,2016-WTW-14107-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.627678,27.613956,Vestas,,,,,,
1039,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091983.0,48-156222,2016-WTW-14102-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.6287,27.597578,Vestas,,,,,,
1040,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091570.0,48-155083,2015-WTW-9777-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V126-3.45,3450.0,87.0,126.0,12468.98,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.598083,27.583723,Vestas,Steel,Painted,,,,12.0
1041,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092068.0,48-156138,2015-WTW-9813-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.619667,27.613281,Vestas,,,,,,
1042,Nueces County,5.4,296.37600000000003,1.2060566616352912,3089687.0,48-154534,2015-WTW-9806-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.654228,27.611168,Vestas,,,,,,
1043,Nueces County,5.4,296.37600000000003,1.2060566616352912,3090284.0,48-154736,2015-WTW-9786-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.660332,27.59573,Vestas,,,,,,
1044,Nueces County,5.4,296.37600000000003,1.2060566616352912,3087703.0,48-144432,2017-WTW-9762-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.595337,27.596289,Vestas,,,,,,
1045,Nueces County,5.4,296.37600000000003,1.2060566616352912,3092000.0,48-156590,2016-WTW-14114-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.653214,27.621809,Vestas,,,,,,
1046,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091645.0,48-156134,2016-WTW-14094-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.613213,27.599096,Vestas,,,,,,
1047,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091626.0,48-156228,2016-WTW-14108-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.62384,27.614828,Vestas,,,,,,
1048,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091963.0,48-156220,2016-WTW-14091-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.643394,27.598801,Vestas,,,,,,
1049,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091928.0,48-156139,2015-WTW-9771-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.644279,27.578754,Vestas,,,,,,
1050,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091370.0,48-155272,2016-WTW-14085-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.600914,27.581997,Vestas,,,,,,
1051,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091436.0,48-155585,2016-WTW-14097-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.596214,27.60519,Vestas,,,,,,
1052,Nueces County,5.4,296.37600000000003,1.2060566616352912,3091659.0,48-156219,2016-WTW-14087-OE,,58614.0,TX,48355.0,Patriot Wind,2019.0,63.0,226.05,Vestas,V136-3.6,3600.0,82.0,136.0,14526.72,150.0,0.0,,3.0,3.0,7/17/2019,Digital Globe,-97.617699,27.590145,Vestas,,,,,,
1053,Palo Pinto County,4.0,292.26,1.2230415997275133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Parker County,4.0,291.88,1.2246318132630516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Pecos County,4.8,293.385,1.2183518216514322,3090982.0,48-012340,2017-WTW-10145-OE,43069.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,2/2/2021,Digital Globe,-102.122787,30.916796,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1056,Pecos County,4.8,293.385,1.2183518216514322,3088520.0,48-012317,2017-WTW-10100-OE,43022.0,55992.0,TX,48371.0,Desert Sky,2001.0,21.0,38.67,GE Wind,GE1.85-87.5,1850.0,80.0,87.5,6013.2,123.7,1.0,2018.0,2.0,3.0,8/9/2017,Digital Globe,-102.079193,30.902796,GE Wind,,,,,,
1057,Pecos County,4.8,293.385,1.2183518216514322,3087078.0,48-012483,2017-WTW-10161-OE,43140.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.137047,30.9305,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1058,Pecos County,4.8,293.385,1.2183518216514322,3090998.0,48-012341,2017-WTW-10146-OE,43075.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,2/2/2021,Digital Globe,-102.121391,30.917694,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1059,Pecos County,4.8,293.385,1.2183518216514322,3086696.0,48-012503,2017-WTW-10183-OE,43218.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.140327,30.939854,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1060,Pecos County,4.8,293.385,1.2183518216514322,3091004.0,48-012162,2017-WTW-10164-OE,43124.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.128494,30.927895,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1061,Pecos County,4.8,293.385,1.2183518216514322,3086760.0,48-012515,2017-WTW-10196-OE,43237.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.160316,30.941086,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1062,Pecos County,4.8,293.385,1.2183518216514322,3085267.0,48-012497,2017-WTW-10177-OE,43174.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/20/2018,Digital Globe,-102.150711,30.935495,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1063,Pecos County,4.8,293.385,1.2183518216514322,3084589.0,48-012176,2017-WTW-10136-OE,43179.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,6/17/2017,Digital Globe,-102.09269,30.935896,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1064,Pecos County,4.8,293.385,1.2183518216514322,3086770.0,48-012338,2017-WTW-10143-OE,43068.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,5/13/2018,Digital Globe,-102.128342,30.916737,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1065,Pecos County,4.8,293.385,1.2183518216514322,3086816.0,48-012332,2017-WTW-10118-OE,43072.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,5/13/2018,Digital Globe,-102.091705,30.916943,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1066,Pecos County,4.8,293.385,1.2183518216514322,3088522.0,48-025347,2017-WTW-10197-OE,43032.0,55992.0,TX,48371.0,Desert Sky,2001.0,21.0,38.67,GE Wind,GE1.85-87.5,1850.0,80.0,87.5,6013.2,123.7,1.0,2018.0,2.0,3.0,8/9/2017,Digital Globe,-102.083389,30.905794,GE Wind,,,,,,
1067,Pecos County,4.8,293.385,1.2183518216514322,3090989.0,48-012501,2017-WTW-10181-OE,43214.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.144989,30.939695,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1068,Pecos County,4.8,293.385,1.2183518216514322,3091085.0,48-012155,2017-WTW-10099-OE,43015.0,55992.0,TX,48371.0,Desert Sky,2001.0,21.0,38.67,GE Wind,GE1.85-87.5,1850.0,80.0,87.5,6013.2,123.7,1.0,2018.0,2.0,3.0,8/9/2017,Digital Globe,-102.080391,30.901196,GE Wind,,,,,,
1069,Pecos County,4.8,293.385,1.2183518216514322,3084399.0,48-012513,2017-WTW-10194-OE,43211.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.155792,30.939495,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1070,Pecos County,4.8,293.385,1.2183518216514322,3091009.0,48-012521,2017-WTW-10202-OE,43265.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.146194,30.944096,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1071,Pecos County,4.8,293.385,1.2183518216514322,3085777.0,48-012493,2017-WTW-10173-OE,43149.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/20/2018,Digital Globe,-102.15609,30.932095,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1072,Pecos County,4.8,293.385,1.2183518216514322,3085642.0,48-012491,2017-WTW-10171-OE,43139.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/20/2018,Digital Globe,-102.158821,30.930445,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1073,Pecos County,4.8,293.385,1.2183518216514322,3087153.0,48-012168,2017-WTW-10128-OE,43111.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.101944,30.924856,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1074,Pecos County,4.8,293.385,1.2183518216514322,3091001.0,48-012476,2017-WTW-10153-OE,43101.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.158089,30.923294,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1075,Pecos County,4.8,293.385,1.2183518216514322,3086615.0,48-012512,2017-WTW-10193-OE,43105.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,5/13/2018,Digital Globe,-102.130722,30.923626,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1076,Pecos County,4.8,293.385,1.2183518216514322,3086829.0,48-012510,2017-WTW-10191-OE,43357.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.155273,30.955217,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1077,Pecos County,4.8,293.385,1.2183518216514322,3090997.0,48-012169,2017-WTW-10129-OE,43114.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.100693,30.925896,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1078,Pecos County,4.8,293.385,1.2183518216514322,3086778.0,48-012507,2017-WTW-10187-OE,43281.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.15889,30.946228,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1079,Pecos County,4.8,293.385,1.2183518216514322,3091002.0,48-012477,2017-WTW-10154-OE,43107.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.156792,30.923994,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1080,Pecos County,4.8,293.385,1.2183518216514322,3087144.0,48-012520,2017-WTW-10201-OE,43278.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.144859,30.946056,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1081,Pecos County,4.8,293.385,1.2183518216514322,3087086.0,48-012506,2017-WTW-10186-OE,43248.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.149193,30.94256,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1082,Pecos County,4.8,293.385,1.2183518216514322,3090990.0,48-012505,2017-WTW-10185-OE,43236.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.136589,30.941595,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1083,Pecos County,4.8,293.385,1.2183518216514322,3090999.0,48-012343,2017-WTW-10148-OE,43080.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,2/2/2021,Digital Globe,-102.118492,30.919395,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1084,Pecos County,4.8,293.385,1.2183518216514322,3090983.0,48-012344,2017-WTW-10149-OE,43082.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,2/2/2021,Digital Globe,-102.116989,30.920296,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1085,Pecos County,4.8,293.385,1.2183518216514322,3091008.0,48-012504,2017-WTW-10184-OE,43226.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.138695,30.940796,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1086,Pecos County,4.8,293.385,1.2183518216514322,3091007.0,48-012502,2017-WTW-10182-OE,43212.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.142189,30.939594,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1087,Pecos County,4.8,293.385,1.2183518216514322,3086894.0,48-012490,2017-WTW-10169-OE,43164.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,5/13/2018,Digital Globe,-102.121056,30.933964,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1088,Pecos County,4.8,293.385,1.2183518216514322,3085305.0,48-012496,2017-WTW-10176-OE,43168.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/20/2018,Digital Globe,-102.151955,30.934469,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1089,Pecos County,4.8,293.385,1.2183518216514322,3086796.0,48-012342,2017-WTW-10147-OE,43078.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,5/13/2018,Digital Globe,-102.119934,30.918545,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1090,Pecos County,4.8,293.385,1.2183518216514322,3090987.0,48-012487,2017-WTW-10166-OE,43145.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.12529,30.930796,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1091,Pecos County,4.8,293.385,1.2183518216514322,3091006.0,48-012495,2017-WTW-10175-OE,43161.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.153389,30.933796,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1092,Pecos County,4.8,293.385,1.2183518216514322,3086995.0,48-012166,2017-WTW-10126-OE,43094.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.10434,30.922709,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1093,Pecos County,4.8,293.385,1.2183518216514322,3090992.0,48-012160,2017-WTW-10190-OE,43347.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.156593,30.954395,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1094,Pecos County,4.8,293.385,1.2183518216514322,3086637.0,48-011903,2017-WTW-10124-OE,43083.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.106728,30.920565,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
1095,Pecos County,4.8,293.385,1.2183518216514322,3086642.0,48-012335,2017-WTW-10121-OE,43081.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-70.5,1500.0,65.0,70.5,3903.63,100.3,1.0,2018.0,3.0,3.0,5/13/2018,Digital Globe,-102.088058,30.920074,GE Wind,Steel,Coated,GFK,22.2,82.0,13.0
1096,Pecos County,4.8,293.385,1.2183518216514322,3086734.0,48-012478,2017-WTW-10155-OE,43110.0,55992.0,TX,48371.0,Desert Sky,2001.0,86.0,129.0,GE Wind,GE1.5-82.5,1500.0,65.0,82.5,5345.62,106.4,1.0,2018.0,3.0,3.0,4/9/2019,Digital Globe,-102.155525,30.92477,GE Wind,Steel,Painted,GFK,18.7,81.0,11.5
