,Unnamed: 0,t_county,wind_speed,CA_avg_temp_K,CA_air_density,case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_fips,p_name,p_year,p_tnum,p_cap,t_manu_x,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,t_manu_y,tower_material,corrosion_protection,rotor_material,rotor_max_speed,rotor_tip_speed,rated_wind_speed,power_calc,power_calc_kW,percent_power_cap
1288,1288,Riverside County,2.866666667,293.002381,1.208010263,3009068.0,,,15732.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659187,33.956196,,,,,,,,2615.98863,2.61598863,4.024597892
1289,1289,Riverside County,2.866666667,293.002381,1.208010263,3009539.0,,,15749.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.66259,33.951096,,,,,,,,2615.98863,2.61598863,4.024597892
1290,1290,Riverside County,2.866666667,293.002381,1.208010263,3002770.0,,,15704.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.660133,33.956444,,,,,,,,2615.98863,2.61598863,4.024597892
1291,1291,Riverside County,2.866666667,293.002381,1.208010263,3007862.0,,,16150.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.675438,33.946178,,,,,,,,2615.98863,2.61598863,4.024597892
1292,1292,Riverside County,2.866666667,293.002381,1.208010263,3010947.0,,,16132.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.674484,33.942394,,,,,,,,2615.98863,2.61598863,4.024597892
1293,1293,Riverside County,2.866666667,293.002381,1.208010263,3001429.0,,,15596.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659164,33.958839,,,,,,,,2615.98863,2.61598863,4.024597892
1294,1294,Riverside County,2.866666667,293.002381,1.208010263,3009929.0,,,16200.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.678734,33.946117,,,,,,,,2615.98863,2.61598863,4.024597892
1295,1295,Riverside County,2.866666667,293.002381,1.208010263,3009847.0,,,15575.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.657486,33.958195,,,,,,,,2615.98863,2.61598863,4.024597892
1296,1296,Riverside County,2.866666667,293.002381,1.208010263,3003917.0,,,15623.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.660889,33.959797,,,,,,,,2615.98863,2.61598863,4.024597892
1297,1297,Riverside County,2.866666667,293.002381,1.208010263,3002373.0,,,16197.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.67881,33.945484,,,,,,,,2615.98863,2.61598863,4.024597892
1298,1298,Riverside County,2.866666667,293.002381,1.208010263,3009208.0,,,15528.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.652489,33.952694,,,,,,,,2615.98863,2.61598863,4.024597892
1299,1299,Riverside County,2.866666667,293.002381,1.208010263,3011019.0,,,15497.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656738,33.9492,,,,,,,,2615.98863,2.61598863,4.024597892
1300,1300,Riverside County,2.866666667,293.002381,1.208010263,3008381.0,,,16267.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.679688,33.946095,,,,,,,,2615.98863,2.61598863,4.024597892
1301,1301,Riverside County,2.866666667,293.002381,1.208010263,3004362.0,,,15726.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658806,33.955647,,,,,,,,2615.98863,2.61598863,4.024597892
1302,1302,Riverside County,2.866666667,293.002381,1.208010263,3004104.0,,,15560.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.655891,33.955696,,,,,,,,2615.98863,2.61598863,4.024597892
1303,1303,Riverside County,2.866666667,293.002381,1.208010263,3003877.0,,,15660.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.657242,33.952522,,,,,,,,2615.98863,2.61598863,4.024597892
1304,1304,Riverside County,2.866666667,293.002381,1.208010263,3006386.0,,,16124.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.674889,33.940796,,,,,,,,2615.98863,2.61598863,4.024597892
1305,1305,Riverside County,2.866666667,293.002381,1.208010263,3011015.0,,,15499.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656715,33.949829,,,,,,,,2615.98863,2.61598863,4.024597892
1306,1306,Riverside County,2.866666667,293.002381,1.208010263,3005329.0,,,16115.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.672752,33.946247,,,,,,,,2615.98863,2.61598863,4.024597892
1307,1307,Riverside County,2.866666667,293.002381,1.208010263,3001714.0,,,15526.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.65255,33.952278,,,,,,,,2615.98863,2.61598863,4.024597892
1308,1308,Riverside County,2.866666667,293.002381,1.208010263,3010011.0,,,15586.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.65789,33.957497,,,,,,,,2615.98863,2.61598863,4.024597892
1309,1309,Riverside County,2.866666667,293.002381,1.208010263,3009883.0,,,15691.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659187,33.953396,,,,,,,,2615.98863,2.61598863,4.024597892
1310,1310,Riverside County,2.866666667,293.002381,1.208010263,3007657.0,,,15690.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.660065,33.953541,,,,,,,,2615.98863,2.61598863,4.024597892
1311,1311,Riverside County,2.866666667,293.002381,1.208010263,3009613.0,,,15745.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.663086,33.950294,,,,,,,,2615.98863,2.61598863,4.024597892
1312,1312,Riverside County,2.866666667,293.002381,1.208010263,3004568.0,,,16193.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.678726,33.944496,,,,,,,,2615.98863,2.61598863,4.024597892
1313,1313,Riverside County,2.866666667,293.002381,1.208010263,3003260.0,,,16122.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.674988,33.940395,,,,,,,,2615.98863,2.61598863,4.024597892
1314,1314,Riverside County,2.866666667,293.002381,1.208010263,3009459.0,,,15569.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656685,33.957481,,,,,,,,2615.98863,2.61598863,4.024597892
1315,1315,Riverside County,2.866666667,293.002381,1.208010263,3001973.0,,,16199.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.678787,33.945896,,,,,,,,2615.98863,2.61598863,4.024597892
1316,1316,Riverside County,2.866666667,293.002381,1.208010263,3002110.0,,,15524.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.65239,33.951496,,,,,,,,2615.98863,2.61598863,4.024597892
1317,1317,Riverside County,2.866666667,293.002381,1.208010263,3004979.0,,,15581.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.65715,33.956776,,,,,,,,2615.98863,2.61598863,4.024597892
1318,1318,Riverside County,2.866666667,293.002381,1.208010263,3007406.0,,,16106.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.66819,33.944294,,,,,,,,2615.98863,2.61598863,4.024597892
1319,1319,Riverside County,2.866666667,293.002381,1.208010263,3009504.0,,,16127.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.674751,33.94138,,,,,,,,2615.98863,2.61598863,4.024597892
1320,1320,Riverside County,2.866666667,293.002381,1.208010263,3007275.0,,,15626.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.66114,33.960018,,,,,,,,2615.98863,2.61598863,4.024597892
1321,1321,Riverside County,2.866666667,293.002381,1.208010263,3003870.0,,,15685.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.660019,33.951893,,,,,,,,2615.98863,2.61598863,4.024597892
1322,1322,Riverside County,2.866666667,293.002381,1.208010263,3007944.0,,,16168.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.676071,33.943748,,,,,,,,2615.98863,2.61598863,4.024597892
1323,1323,Riverside County,2.866666667,293.002381,1.208010263,3003281.0,,,15600.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659309,33.958977,,,,,,,,2615.98863,2.61598863,4.024597892
1324,1324,Riverside County,2.866666667,293.002381,1.208010263,3005324.0,,,15564.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656258,33.956425,,,,,,,,2615.98863,2.61598863,4.024597892
1325,1325,Riverside County,2.866666667,293.002381,1.208010263,3006108.0,,,15486.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658089,33.949097,,,,,,,,2615.98863,2.61598863,4.024597892
1326,1326,Riverside County,2.866666667,293.002381,1.208010263,3002694.0,,,15602.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659561,33.959206,,,,,,,,2615.98863,2.61598863,4.024597892
1327,1327,Riverside County,2.866666667,293.002381,1.208010263,3011419.0,,,15567.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656487,33.956993,,,,,,,,2615.98863,2.61598863,4.024597892
1328,1328,Riverside County,2.866666667,293.002381,1.208010263,3001603.0,,,15718.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658813,33.954792,,,,,,,,2615.98863,2.61598863,4.024597892
1329,1329,Riverside County,2.866666667,293.002381,1.208010263,3010085.0,,,16114.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.671463,33.946434,,,,,,,,2615.98863,2.61598863,4.024597892
1330,1330,Riverside County,2.866666667,293.002381,1.208010263,3009742.0,,,15594.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659149,33.958187,,,,,,,,2615.98863,2.61598863,4.024597892
1331,1331,Riverside County,2.866666667,293.002381,1.208010263,3006230.0,,,15677.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658913,33.952278,,,,,,,,2615.98863,2.61598863,4.024597892
1332,1332,Riverside County,2.866666667,293.002381,1.208010263,3010560.0,,,16258.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.679832,33.944336,,,,,,,,2615.98863,2.61598863,4.024597892
1333,1333,Riverside County,2.866666667,293.002381,1.208010263,3006638.0,,,15478.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.660484,33.950893,,,,,,,,2615.98863,2.61598863,4.024597892
1334,1334,Riverside County,2.866666667,293.002381,1.208010263,3008920.0,,,15663.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.657501,33.953129,,,,,,,,2615.98863,2.61598863,4.024597892
1335,1335,Riverside County,2.866666667,293.002381,1.208010263,3002549.0,,,15760.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.662422,33.951969,,,,,,,,2615.98863,2.61598863,4.024597892
1336,1336,Riverside County,2.866666667,293.002381,1.208010263,3003747.0,,,15669.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658691,33.951595,,,,,,,,2615.98863,2.61598863,4.024597892
1337,1337,Riverside County,2.866666667,293.002381,1.208010263,3004108.0,,,16165.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.67617,33.944378,,,,,,,,2615.98863,2.61598863,4.024597892
1338,1338,Riverside County,2.866666667,293.002381,1.208010263,3004812.0,,,16105.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.668137,33.944099,,,,,,,,2615.98863,2.61598863,4.024597892
1339,1339,Riverside County,2.866666667,293.002381,1.208010263,3001594.0,,,15570.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656792,33.957596,,,,,,,,2615.98863,2.61598863,4.024597892
1340,1340,Riverside County,2.866666667,293.002381,1.208010263,3001065.0,,,15554.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.654884,33.953796,,,,,,,,2615.98863,2.61598863,4.024597892
1341,1341,Riverside County,2.866666667,293.002381,1.208010263,3010914.0,,,15598.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658424,33.959,,,,,,,,2615.98863,2.61598863,4.024597892
1342,1342,Riverside County,2.866666667,293.002381,1.208010263,3003662.0,,,15706.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659615,33.957321,,,,,,,,2615.98863,2.61598863,4.024597892
1343,1343,Riverside County,2.866666667,293.002381,1.208010263,3001844.0,,,15520.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.652588,33.950695,,,,,,,,2615.98863,2.61598863,4.024597892
1344,1344,Riverside County,2.866666667,293.002381,1.208010263,3003371.0,,,15473.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.660667,33.949677,,,,,,,,2615.98863,2.61598863,4.024597892
1345,1345,Riverside County,2.866666667,293.002381,1.208010263,3000529.0,,,16156.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.67675,33.94677,,,,,,,,2615.98863,2.61598863,4.024597892
1346,1346,Riverside County,2.866666667,293.002381,1.208010263,3002529.0,,,16175.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.677689,33.944595,,,,,,,,2615.98863,2.61598863,4.024597892
1347,1347,Riverside County,2.866666667,293.002381,1.208010263,3006518.0,,,15583.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.65741,33.957066,,,,,,,,2615.98863,2.61598863,4.024597892
1348,1348,Riverside County,2.866666667,293.002381,1.208010263,3009111.0,,,16104.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.668091,33.943893,,,,,,,,2615.98863,2.61598863,4.024597892
1349,1349,Riverside County,2.866666667,293.002381,1.208010263,3006829.0,,,15495.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656738,33.948799,,,,,,,,2615.98863,2.61598863,4.024597892
1350,1350,Riverside County,2.866666667,293.002381,1.208010263,3011252.0,,,16108.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.66909,33.944496,,,,,,,,2615.98863,2.61598863,4.024597892
1351,1351,Riverside County,2.866666667,293.002381,1.208010263,3006799.0,,,15659.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.657234,33.952267,,,,,,,,2615.98863,2.61598863,4.024597892
1352,1352,Riverside County,2.866666667,293.002381,1.208010263,3003422.0,,,15630.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.661102,33.960453,,,,,,,,2615.98863,2.61598863,4.024597892
1353,1353,Riverside County,2.866666667,293.002381,1.208010263,3004605.0,,,15771.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.661125,33.954193,,,,,,,,2615.98863,2.61598863,4.024597892
1354,1354,Riverside County,2.866666667,293.002381,1.208010263,3007390.0,,,15674.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658813,33.952068,,,,,,,,2615.98863,2.61598863,4.024597892
1355,1355,Riverside County,2.866666667,293.002381,1.208010263,3005055.0,,,15707.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659752,33.957497,,,,,,,,2615.98863,2.61598863,4.024597892
1356,1356,Riverside County,2.866666667,293.002381,1.208010263,3000287.0,,,16107.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.668343,33.944481,,,,,,,,2615.98863,2.61598863,4.024597892
1357,1357,Riverside County,2.866666667,293.002381,1.208010263,3000354.0,,,15737.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.659988,33.956596,,,,,,,,2615.98863,2.61598863,4.024597892
1358,1358,Riverside County,2.866666667,293.002381,1.208010263,3007274.0,,,16254.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.679588,33.943497,,,,,,,,2615.98863,2.61598863,4.024597892
1359,1359,Riverside County,2.866666667,293.002381,1.208010263,3008127.0,,,15758.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.661491,33.951897,,,,,,,,2615.98863,2.61598863,4.024597892
1360,1360,Riverside County,2.866666667,293.002381,1.208010263,3004046.0,,,15748.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.662788,33.950893,,,,,,,,2615.98863,2.61598863,4.024597892
1361,1361,Riverside County,2.866666667,293.002381,1.208010263,3000016.0,,,15543.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.652931,33.954193,,,,,,,,2615.98863,2.61598863,4.024597892
1362,1362,Riverside County,2.866666667,293.002381,1.208010263,3010396.0,,,16135.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.674591,33.942993,,,,,,,,2615.98863,2.61598863,4.024597892
1363,1363,Riverside County,2.866666667,293.002381,1.208010263,3001679.0,,,15701.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.658691,33.956894,,,,,,,,2615.98863,2.61598863,4.024597892
1364,1364,Riverside County,2.866666667,293.002381,1.208010263,3008883.0,,,15779.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.662399,33.956242,,,,,,,,2615.98863,2.61598863,4.024597892
1365,1365,Riverside County,2.866666667,293.002381,1.208010263,3008703.0,,,15507.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656448,33.950844,,,,,,,,2615.98863,2.61598863,4.024597892
1366,1366,Riverside County,2.866666667,293.002381,1.208010263,3005906.0,,,16250.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,10/28/18,Digital Globe,-116.679314,33.942707,,,,,,,,2615.98863,2.61598863,4.024597892
1367,1367,Riverside County,2.866666667,293.002381,1.208010263,3004089.0,,,15508.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.656212,33.950829,,,,,,,,2615.98863,2.61598863,4.024597892
1368,1368,Riverside County,2.866666667,293.002381,1.208010263,3009165.0,,,15632.0,50535.0,CA,6065.0,Mesa Wind Farm,1983.0,460.0,30.0,Vestas,V15,65.0,22.8,15.3,183.85,30.4,0.0,,3.0,3.0,11/3/18,Digital Globe,-116.661209,33.960705,,,,,,,,2615.98863,2.61598863,4.024597892
