,Unnamed: 0,t_county,wind_speed,CA_avg_temp_K,CA_air_density,case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_fips,p_name,p_year,p_tnum,p_cap,t_manu_x,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,t_manu_y,tower_material,corrosion_protection,rotor_material,rotor_max_speed,rotor_tip_speed,rated_wind_speed,power_calc,power_calc_kW,percent_power_cap
0,0,Alameda County,3.0,289.3811111,1.222998377,3020552.0,06-002985,2006-AWP-2516-OE,11957.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.617989,37.753994,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
1,1,Alameda County,3.0,289.3811111,1.222998377,3020551.0,06-002986,2006-AWP-2515-OE,11958.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.619186,37.754494,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
2,2,Alameda County,3.0,289.3811111,1.222998377,3020545.0,06-002991,2006-AWP-2509-OE,11949.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.619591,37.744495,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
3,3,Alameda County,3.0,289.3811111,1.222998377,3020548.0,06-003097,2006-AWP-2512-OE,11954.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.61869,37.748795,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
4,4,Alameda County,3.0,289.3811111,1.222998377,3020554.0,06-002984,2006-AWP-2518-OE,11962.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.620087,37.765293,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
5,5,Alameda County,3.0,289.3811111,1.222998377,3020541.0,06-003096,2006-AWP-2505-OE,11953.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.625587,37.747597,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
6,6,Alameda County,3.0,289.3811111,1.222998377,3020542.0,06-002993,2006-AWP-2506-OE,8436.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.625488,37.746796,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
7,7,Alameda County,3.0,289.3811111,1.222998377,3020547.0,06-002989,2006-AWP-2511-OE,11955.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.619789,37.749496,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
8,8,Alameda County,3.0,289.3811111,1.222998377,3020566.0,06-003091,2006-AWP-2531-OE,11971.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,11/22/19,Digital Globe,-121.651001,37.773636,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
9,9,Alameda County,3.0,289.3811111,1.222998377,3020567.0,06-003090,2006-AWP-2532-OE,11970.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,11/22/19,Digital Globe,-121.650391,37.772797,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
10,10,Alameda County,3.0,289.3811111,1.222998377,3020570.0,06-003095,2006-AWP-2535-OE,11967.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.64769,37.771397,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
11,11,Alameda County,3.0,289.3811111,1.222998377,3020544.0,06-002904,2006-AWP-2508-OE,11950.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.620483,37.745193,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
12,12,Alameda County,3.0,289.3811111,1.222998377,3020557.0,06-002980,2006-AWP-2522-OE,11965.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.634087,37.769196,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
13,13,Alameda County,3.0,289.3811111,1.222998377,3020556.0,06-002981,2006-AWP-2521-OE,11966.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.633789,37.770096,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
14,14,Alameda County,3.0,289.3811111,1.222998377,3020568.0,06-003088,2006-AWP-2533-OE,11969.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,11/22/19,Digital Globe,-121.649788,37.772095,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
15,15,Alameda County,3.0,289.3811111,1.222998377,3020565.0,06-003092,2006-AWP-2530-OE,11973.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,11/22/19,Digital Globe,-121.653488,37.774796,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
16,16,Alameda County,3.0,289.3811111,1.222998377,3020564.0,06-002978,2006-AWP-2529-OE,11972.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,11/22/19,Digital Globe,-121.658188,37.774593,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
17,17,Alameda County,3.0,289.3811111,1.222998377,3020549.0,06-002988,2006-AWP-2513-OE,11960.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.622589,37.758694,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
18,18,Alameda County,3.0,289.3811111,1.222998377,3007426.0,,,8074.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.614883,37.763393,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
19,19,Alameda County,3.0,289.3811111,1.222998377,3020562.0,06-003093,2006-AWP-2527-OE,11974.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.633484,37.776394,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
20,20,Alameda County,3.0,289.3811111,1.222998377,3070068.0,,2006-AWP-2525-OE,8021.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.634232,37.778114,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
21,21,Alameda County,3.0,289.3811111,1.222998377,3020569.0,06-003098,2006-AWP-2534-OE,11968.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.648788,37.771694,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
22,22,Alameda County,3.0,289.3811111,1.222998377,3020550.0,06-002987,2006-AWP-2514-OE,11959.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.620285,37.754894,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
23,23,Alameda County,3.0,289.3811111,1.222998377,3020561.0,06-003094,2006-AWP-2526-OE,11976.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.633484,37.777496,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
24,24,Alameda County,3.0,289.3811111,1.222998377,3020555.0,06-002983,2006-AWP-2519-OE,11961.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.618988,37.764996,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
25,25,Alameda County,3.0,289.3811111,1.222998377,3020543.0,06-002992,2006-AWP-2507-OE,8437.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.625084,37.745895,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
26,26,Alameda County,3.0,289.3811111,1.222998377,3020546.0,06-002990,2006-AWP-2510-OE,11956.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.620384,37.750195,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
27,27,Alameda County,3.0,289.3811111,1.222998377,3020558.0,06-002979,2006-AWP-2523-OE,11964.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.63369,37.768394,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
28,28,Alameda County,3.0,289.3811111,1.222998377,3020559.0,06-003089,2006-AWP-2524-OE,11977.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.635284,37.778896,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
29,29,Alameda County,3.0,289.3811111,1.222998377,3020553.0,06-002905,2006-AWP-2517-OE,11963.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.621185,37.765396,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
30,30,Alameda County,3.0,289.3811111,1.222998377,3020563.0,06-002903,2006-AWP-2528-OE,11975.0,56271.0,CA,6001.0,Diablo Winds,2004.0,31.0,20.46,Vestas,V47-0.66,660.0,60.0,47.0,1734.94,83.5,0.0,,3.0,3.0,1/1/12,NAIP,-121.658287,37.776596,Vestas,,,,,,,28644.68887,28.64468887,4.340104374
31,31,Alameda County,3.0,289.3811111,1.222998377,3054013.0,06-038374,2015-WTW-10639-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.629517,37.704575,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
32,32,Alameda County,3.0,289.3811111,1.222998377,3053967.0,06-038350,2015-WTW-10397-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.621696,37.723194,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
33,33,Alameda County,3.0,289.3811111,1.222998377,3054036.0,06-038382,2015-WTW-10917-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.610367,37.712124,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
34,34,Alameda County,3.0,289.3811111,1.222998377,3054021.0,06-038398,2015-WTW-10728-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.636185,37.710297,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
35,35,Alameda County,3.0,289.3811111,1.222998377,3050486.0,06-038390,2014-WTW-2842-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.616074,37.725285,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
36,36,Alameda County,3.0,289.3811111,1.222998377,3050485.0,06-038312,2014-WTW-2841-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.619415,37.727455,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
37,37,Alameda County,3.0,289.3811111,1.222998377,3054027.0,06-038242,2015-WTW-10825-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.638535,37.719967,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
38,38,Alameda County,3.0,289.3811111,1.222998377,3050487.0,06-038298,2014-WTW-2849-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.601944,37.723057,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
39,39,Alameda County,3.0,289.3811111,1.222998377,3050483.0,06-038358,2014-WTW-2831-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.626045,37.714924,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
40,40,Alameda County,3.0,289.3811111,1.222998377,3053985.0,06-038352,2015-WTW-10417-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.624817,37.719265,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
41,41,Alameda County,3.0,289.3811111,1.222998377,3054010.0,06-038360,2015-WTW-10528-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.631149,37.713627,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
42,42,Alameda County,3.0,289.3811111,1.222998377,3054041.0,06-038233,2015-WTW-10990-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,9/1/17,Digital Globe,-121.657906,37.705585,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
43,43,Alameda County,3.0,289.3811111,1.222998377,3053986.0,06-038353,2015-WTW-10418-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.626106,37.727306,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
44,44,Alameda County,3.0,289.3811111,1.222998377,3054065.0,06-038250,2015-WTW-11824-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.674286,37.715416,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
45,45,Alameda County,3.0,289.3811111,1.222998377,3054009.0,06-038359,2015-WTW-10526-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.628525,37.716526,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
46,46,Alameda County,3.0,289.3811111,1.222998377,3054011.0,06-038361,2015-WTW-10529-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.63147,37.710915,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
47,47,Alameda County,3.0,289.3811111,1.222998377,3054066.0,06-038240,2015-WTW-11825-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.672279,37.713547,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
48,48,Alameda County,3.0,289.3811111,1.222998377,3050482.0,06-038251,2014-WTW-2816-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.648376,37.714005,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
49,49,Alameda County,3.0,289.3811111,1.222998377,3054025.0,06-038231,2015-WTW-10823-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.64328,37.718567,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
50,50,Alameda County,3.0,289.3811111,1.222998377,3054026.0,06-038234,2015-WTW-10824-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.64077,37.716583,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
51,51,Alameda County,3.0,289.3811111,1.222998377,3054063.0,06-038440,2015-WTW-11519-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.624336,37.710613,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
52,52,Alameda County,3.0,289.3811111,1.222998377,3054042.0,06-038428,2015-WTW-10991-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.610107,37.709427,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
53,53,Alameda County,3.0,289.3811111,1.222998377,3054043.0,06-038434,2015-WTW-10992-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.614479,37.718826,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
54,54,Alameda County,3.0,289.3811111,1.222998377,3054062.0,06-038383,2015-WTW-11518-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,2/12/17,Digital Globe,-121.620255,37.710064,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
55,55,Alameda County,3.0,289.3811111,1.222998377,3055814.0,06-038301,2015-WTW-9758-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.614594,37.728054,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
56,56,Alameda County,3.0,289.3811111,1.222998377,3054067.0,06-038248,2015-WTW-11826-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.66983,37.712326,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
57,57,Alameda County,3.0,289.3811111,1.222998377,3054014.0,06-038381,2015-WTW-10643-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.625618,37.703976,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
58,58,Alameda County,3.0,289.3811111,1.222998377,3055829.0,06-038317,2015-WTW-9839-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.612526,37.716984,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
59,59,Alameda County,3.0,289.3811111,1.222998377,3054061.0,06-038439,2015-WTW-11517-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.622475,37.714684,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
60,60,Alameda County,3.0,289.3811111,1.222998377,3053968.0,06-038351,2015-WTW-10398-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.610245,37.722145,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
61,61,Alameda County,3.0,289.3811111,1.222998377,3054068.0,06-038230,2015-WTW-11827-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.6436,37.703377,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
62,62,Alameda County,3.0,289.3811111,1.222998377,3054019.0,06-038241,2015-WTW-10650-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.639435,37.707325,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
63,63,Alameda County,3.0,289.3811111,1.222998377,3050484.0,06-038435,2014-WTW-2834-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.627785,37.723846,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
64,64,Alameda County,3.0,289.3811111,1.222998377,3054038.0,06-038237,2015-WTW-10919-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.636925,37.713715,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
65,65,Alameda County,3.0,289.3811111,1.222998377,3055911.0,06-038324,2015-WTW-9986-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.61113,37.724876,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
66,66,Alameda County,3.0,289.3811111,1.222998377,3054015.0,06-038244,2015-WTW-10646-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.640694,37.711155,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
67,67,Alameda County,3.0,289.3811111,1.222998377,3054024.0,06-038236,2015-WTW-10822-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.648514,37.718655,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
68,68,Alameda County,3.0,289.3811111,1.222998377,3054037.0,06-038232,2015-WTW-10918-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/25/17,Digital Globe,-121.643509,37.713177,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
69,69,Alameda County,3.0,289.3811111,1.222998377,3055916.0,06-038325,2015-WTW-9993-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.606773,37.721146,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
70,70,Alameda County,3.0,289.3811111,1.222998377,3054012.0,06-038368,2015-WTW-10530-OE,,60049.0,CA,6001.0,Golden Hills,2015.0,48.0,85.9,GE Wind,GE1.7-100,1700.0,80.0,100.0,7853.98,130.1,0.0,,3.0,3.0,8/5/17,Digital Globe,-121.629936,37.708416,GE Wind,Steel,Painted,,,,10.0,129672.9647,129.6729647,7.627821456
